sequence,AccelerometerX,AccelerometerY,AccelerometerZ,GyroscopeX,GyroscopeY,GyroscopeZ
0,-14,33,994,-9,23,-1
1,-124,42,993,-13,28,1
2,-136,1,996,-27,4,-3
3,-74,-44,982,-24,-14,-8
4,61,-63,1003,-13,-26,-12
5,120,-60,1011,-12,-18,-12
6,99,-14,1004,1,10,-7
7,1,29,995,-10,26,-2
8,-116,41,989,-17,26,2
9,-139,6,992,-25,8,-3
10,-91,-33,984,-26,-8,-5
11,48,-65,1006,-14,-27,-12
12,107,-65,1005,-13,-18,-13
13,110,-19,1005,-1,3,-7
14,26,25,999,-6,20,-4
15,-107,37,999,-17,28,2
16,-137,15,977,-21,11,-3
17,-101,-25,987,-26,-10,-7
18,23,-64,999,-19,-27,-12
19,100,-68,1011,-9,-21,-13
20,123,-28,1000,-5,-1,-8
21,30,18,1007,-4,22,-3
22,-82,37,1004,-13,28,2
23,-143,21,976,-22,14,-1
24,-109,-16,985,-23,-6,-5
25,-3,-68,1001,-21,-24,-10
26,96,-68,998,-10,-21,-12
27,130,-33,1009,-3,-5,-9
28,44,14,1007,-4,17,-3
29,-61,32,1004,-12,27,1
30,-143,32,979,-21,19,1
31,-118,-12,994,-24,-2,-5
32,-25,-63,994,-22,-23,-10
33,86,-67,993,-13,-24,-12
34,134,-43,1006,-5,-9,-11
35,58,1,1009,-5,16,-4
36,-40,36,1002,-8,27,0
37,-141,42,983,-20,23,2
38,-126,-3,993,-25,-1,-5
39,-46,-57,992,-23,-21,-11
40,76,-66,1004,-14,-26,-12
41,130,-51,1001,-6,-12,-12
42,80,-6,999,-3,12,-5
43,-23,34,1003,-6,26,-1
44,-129,44,989,-18,24,2
45,-133,0,997,-24,5,-3
46,-70,-47,983,-24,-17,-9
47,60,-67,1005,-15,-27,-14
48,127,-65,1004,-6,-16,-13
49,91,-17,1004,-2,8,-6
50,1,32,995,-7,25,-1
51,-121,45,991,-17,27,3
52,-140,5,996,-25,7,-1
53,-87,-35,982,-25,-14,-8
54,52,-64,1004,-17,-27,-13
55,115,-66,1007,-9,-17,-12
56,111,-21,1007,-2,3,-8
57,17,27,997,-6,24,-2
58,-109,42,995,-14,27,2
59,-143,13,986,-24,11,-2
60,-101,-24,986,-26,-11,-7
61,32,-65,1004,-19,-27,-11
62,104,-68,1007,-9,-19,-13
63,125,-25,1002,-1,-1,-8
64,27,21,1004,-7,22,-3
65,-89,37,1005,-13,29,2
