sequence,AccelerometerX,AccelerometerY,AccelerometerZ,GyroscopeX,GyroscopeY,GyroscopeZ
0,-182,-11,967,-10,20,-1
1,-177,-20,987,-18,-6,-5
2,-56,-28,1001,-11,-26,-12
3,108,-19,1007,-9,-26,-15
4,185,-22,1011,-16,-10,-10
5,115,-19,1010,-27,11,-3
6,-30,-22,1004,-15,31,0
7,-169,-16,975,-15,23,0
8,-182,-20,983,-14,-2,-6
9,-81,-28,994,-16,-24,-11
10,94,-18,1015,-12,-30,-14
11,178,-21,1000,-14,-12,-11
12,134,-21,1003,-14,13,-3
13,-7,-20,1007,-15,30,0
14,-161,-14,987,-17,26,2
15,-184,-27,985,-14,3,-4
16,-102,-29,990,-15,-22,-9
17,78,-11,1010,-13,-31,-14
18,171,-24,1013,-12,-14,-13
19,147,-22,1002,-13,10,-3
20,11,-17,996,-15,29,0
21,-146,-15,991,-15,28,2
22,-188,-29,989,-15,5,-3
23,-118,-24,976,-13,-19,-10
24,56,-18,1014,-12,-32,-12
25,160,-26,1014,-14,-18,-13
26,161,-24,1004,-13,8,-5
27,32,-14,993,-13,28,-2
28,-130,-18,994,-14,28,2
29,-192,-23,986,-15,9,-1
30,-135,-23,983,-15,-16,-8
31,37,-24,1013,-12,-31,-14
32,146,-28,1012,-11,-19,-13
33,172,-18,1003,-11,5,-7
34,55,-16,1001,-12,27,-3
35,-116,-22,994,-15,31,1
36,-190,-17,976,-14,13,-2
37,-144,-20,982,-15,-13,-8
38,13,-20,1015,-12,-30,-13
39,136,-30,1010,-13,-21,-14
40,182,-19,1006,-13,-1,-10
41,69,-20,999,-13,25,-1
42,-89,-21,1004,-14,31,2
43,-191,-18,968,-14,15,0
44,-160,-15,984,-14,-11,-6
45,-7,-29,1013,-14,-30,-14
46,123,-25,1010,-13,-24,-16
47,188,-20,1008,-14,-3,-9
48,84,-18,1005,-15,23,0
49,-68,-20,1003,-15,32,2
50,-188,-20,964,-17,18,-1
51,-168,-16,989,-15,-7,-7
52,-32,-27,1002,-14,-28,-12
53,118,-21,1007,-12,-26,-15
54,187,-22,1008,-14,-8,-11
55,101,-16,1013,-13,19,-3
56,-43,-24,1003,-13,31,1
57,-181,-17,969,-14,21,1
58,-177,-23,989,-15,-5,-5
59,-60,-25,996,-14,-27,-11
60,105,-20,1010,-12,-29,-13
61,188,-24,1002,-13,-10,-12
62,115,-18,1012,-13,19,-1
63,-25,-21,1003,-14,32,2
64,-171,-18,977,-16,24,1
65,-184,-24,980,-13,-1,-5
66,-85,-30,996,-14,-24,-11
67,92,-17,1017,-14,-29,-14
68,178,-22,1000,-13,-13,-11
69,135,-20,1007,-13,13,-4
70,-8,-18,1003,-14,30,0
71,-157,-16,989,-17,28,1
72,-187,-28,985,-15,3,-3
73,-104,-29,982,-14,-20,-10
74,76,-17,1015,-11,-30,-14
75,169,-26,1013,-12,-16,-12
76,150,-18,1002,-14,10,-4
77,16,-15,1000,-14,30,0
78,-142,-12,990,-15,28,1
79,-196,-27,992,-16,4,-3
80,-120,-27,978,-15,-19,-10
81,54,-21,1012,-13,-31,-14
82,162,-25,1014,-13,-19,-14
83,164,-19,1008,-13,6,-6
84,37,-15,990,-15,28,0
85,-130,-18,991,-15,30,2
86,-194,-22,987,-15,7,-3
87,-136,-23,984,-16,-16,-8
88,39,-23,1012,-11,-31,-13
89,143,-28,1010,-15,-21,-14
90,176,-13,1006,-12,2,-8
91,56,-18,998,-15,26,-1
92,-110,-21,998,-16,30,2
93,-194,-24,973,-15,11,-1
94,-144,-19,986,-13,-13,-8
95,9,-24,1009,-14,-31,-12
96,135,-26,1012,-12,-23,-15
97,183,-16,1004,-12,0,-8
98,70,-12,1004,-13,24,0
99,-89,-25,1003,-14,31,1
100,-194,-20,964,-16,15,-2
101,-158,-18,981,-14,-10,-7
102,-13,-28,1013,-13,-29,-12
103,123,-24,1011,-14,-24,-13
104,185,-18,1006,-13,-5,-9
