sequence,AccelerometerX,AccelerometerY,AccelerometerZ,GyroscopeX,GyroscopeY,GyroscopeZ
0,-47,81,995,4,74,14
1,-455,88,898,-24,52,18
2,-459,9,942,-35,-21,-4
3,-81,-127,986,-29,-79,-15
4,407,-133,1045,30,-78,-1
5,478,-27,1037,39,-10,12
6,198,64,1028,32,56,7
7,-259,106,963,-18,70,6
8,-511,87,908,-23,23,9
9,-290,-36,947,-46,-51,-2
10,153,-155,1024,-15,-85,-9
11,481,-139,1056,19,-46,1
12,351,-12,1024,46,24,8
13,-17,89,1002,11,66,9
14,-417,105,909,-16,53,14
15,-449,40,936,-35,-14,1
16,-102,-103,982,-42,-74,-11
17,377,-137,1052,14,-74,-4
18,464,-46,1035,30,-13,10
19,207,49,1023,23,52,10
20,-240,93,963,-16,72,10
21,-506,64,907,-24,24,7
22,-295,-47,937,-51,-48,-4
23,139,-144,1013,-11,-82,-7
24,478,-119,1072,26,-49,3
25,367,-8,1020,37,21,8
26,-7,99,1013,19,69,7
27,-403,111,922,-21,54,13
28,-450,35,914,-43,-11,5
29,-119,-101,988,-43,-70,-9
30,366,-153,1051,7,-76,-5
31,462,-68,1037,30,-15,9
32,214,44,1023,32,51,9
33,-222,90,963,-9,70,11
34,-506,72,907,-22,29,9
35,-317,-34,940,-43,-47,-5
36,130,-133,1015,-18,-84,-7
37,470,-115,1069,21,-52,3
38,383,-13,1013,33,19,9
39,2,94,1018,26,69,7
40,-395,100,927,-22,57,13
41,-462,31,907,-39,-7,5
42,-141,-94,983,-41,-72,-10
43,355,-159,1052,0,-79,-3
44,464,-77,1038,34,-16,8
45,236,49,1019,38,46,9
46,-192,105,982,-6,72,10
47,-497,80,888,-29,34,10
48,-333,-15,945,-44,-41,-4
49,99,-129,1022,-27,-85,-8
50,458,-133,1055,15,-53,3
51,392,-23,1026,35,14,8
52,30,79,1013,21,67,6
53,-366,88,926,-25,61,12
54,-466,42,905,-29,-2,5
55,-161,-77,990,-42,-68,-7
56,320,-154,1044,-4,-79,-5
57,462,-78,1042,35,-20,6
58,250,45,1023,34,43,7
59,-167,93,978,-9,71,10
60,-482,81,892,-25,35,10
61,-345,-6,942,-41,-37,-5
62,75,-133,1014,-31,-82,-8
63,435,-135,1050,20,-56,1
64,398,-15,1039,39,10,9
65,263,-151,642,16,171,32
66,-389,357,665,214,163,-38
67,86,-234,70,-274,-220,66
68,85,96,427,33,32,-17
69,-179,373,1288,243,-33,-71
70,947,-383,378,-454,-143,91
71,244,-115,964,215,152,32
72,-509,362,1053,84,89,-104
73,-137,-244,664,-258,-34,65
74,-504,-114,783,40,34,82
75,-207,-35,1115,40,-103,-92
76,526,-333,1129,-49,-86,-31
77,336,2,803,121,-4,61
78,125,469,1241,173,12,-14
79,-191,54,851,-215,61,5
80,-533,-32,834,-16,17,4
81,-199,57,1159,7,-95,-20
82,276,-173,954,-93,-82,6
83,467,-191,961,-1,-32,19
84,307,-12,1087,66,26,-2
85,-125,0,987,-27,79,2
86,-449,18,849,6,34,10
87,-349,91,975,18,-37,7
88,-5,-87,999,-53,-68,-5
89,397,-129,1061,21,-64,-13
90,401,30,1051,56,-1,1
91,136,129,1003,9,55,14
92,-248,95,904,-47,61,17
93,-490,36,957,-40,17,0
94,-231,-134,967,-67,-51,-12
95,202,-183,1006,5,-80,-2
96,463,-94,1038,43,-34,12
97,316,1,1013,33,33,11
98,-113,95,1004,17,72,2
99,-445,108,929,-12,43,6
100,-376,47,924,-37,-31,7
101,-20,-79,996,-37,-78,-5
102,414,-154,1064,-3,-62,-6
103,415,-65,1032,35,3,5
104,124,62,1023,27,56,9
105,-268,87,932,-21,66,17
106,-503,47,892,-35,14,6
107,-264,-77,979,-40,-57,-13
108,203,-156,1031,0,-85,-8
109,473,-78,1043,42,-41,10
110,353,35,1025,34,27,11
111,-47,102,1000,3,73,6
112,-452,103,925,-26,52,7
113,-417,29,925,-44,-23,3
114,-67,-102,984,-42,-76,-2
115,395,-168,1044,3,-70,-2
116,446,-78,1043,36,-4,6
117,157,48,1023,33,54,8
118,-244,100,940,-10,65,14
119,-497,81,901,-23,21,10
120,-280,-36,970,-44,-52,-8
121,169,-146,1033,-14,-83,-11
122,470,-96,1050,33,-44,6
123,363,20,1019,30,22,11
124,-21,80,1000,1,71,8
125,-439,81,923,-24,55,9
126,-440,15,932,-37,-17,1
127,-94,-110,975,-41,-75,-7
128,385,-153,1048,10,-73,-2
129,457,-57,1043,37,-10,7
130,179,56,1027,30,53,5
131,-234,100,953,-8,67,9
132,-497,89,901,-20,24,11
133,-296,-32,954,-52,-49,-3
134,151,-156,1029,-22,-83,-10
135,471,-109,1057,33,-46,4
136,366,2,1019,32,21,10
137,0,76,999,9,69,9
138,-418,96,920,-17,57,10
139,-457,28,932,-37,-11,0
140,-114,-105,972,-40,-74,-7
141,366,-134,1052,13,-75,-1
142,469,-61,1045,24,-14,9
143,214,39,1014,31,50,6
144,-220,109,978,-2,71,9
145,-494,82,896,-32,28,9
146,-318,-37,935,-50,-43,-3
147,120,-140,1024,-19,-83,-11
148,466,-123,1067,22,-52,3
149,370,-13,1015,34,19,8
150,15,87,1012,22,68,7
151,-201,5,980,-24,58,11
152,-582,-33,579,38,152,3
153,-88,21,462,-47,-197,13
154,374,-207,40,-135,-63,20
155,274,260,1227,266,-16,-48
156,470,2,1011,-172,34,11
157,-43,-108,918,-30,45,82
158,-631,202,997,87,89,-63
159,-229,-158,967,-161,-49,-3
160,20,-180,819,10,-73,53
161,289,-32,1046,45,-60,-12
162,342,-50,1125,35,13,-37
163,11,-43,822,-35,27,29
164,-296,287,1078,143,33,14
165,-317,53,907,-157,-13,0
166,-119,-198,930,-48,-57,-11
167,295,-88,1127,40,-71,-12
168,406,-16,1021,30,-21,10
169,212,20,965,-8,38,16
170,-202,93,960,13,70,11
171,-470,61,972,-43,24,-1
172,-292,-111,865,-66,-45,-8
173,135,-86,1047,25,-80,-1
174,458,-109,1051,0,-51,9
175,360,-32,1035,41,21,4
176,-16,105,1028,32,70,1
177,-356,136,923,-19,52,14
178,-449,65,871,-48,-8,13
179,-150,-76,1003,-47,-65,-10
180,320,-195,1059,-24,-78,-8
181,448,-109,1036,46,-19,7
182,273,51,1031,44,41,11
183,-158,93,956,-10,75,15
184,-501,75,901,-25,39,8
185,-377,-5,948,-35,-39,-8
186,53,-113,1016,-26,-88,-7
187,457,-131,1048,16,-63,7
188,441,-27,1047,36,9,10
189,67,65,1014,17,68,3
190,-327,89,928,-16,66,9
191,-488,68,899,-26,3,10
192,-221,-66,973,-48,-64,-6
193,257,-176,1053,-12,-84,-10
194,472,-102,1044,44,-31,4
195,313,36,1021,40,34,10
196,-88,102,968,1,74,11
197,-464,104,921,-25,46,11
198,-411,2,929,-43,-28,-5
199,-9,-123,1015,-32,-78,-11
200,414,-131,1048,16,-67,3
201,451,-45,1035,28,2,11
202,118,53,1012,24,63,5
203,-291,101,951,-10,68,8
204,-494,63,902,-32,12,9
205,-256,-53,957,-41,-59,-4
206,219,-140,1052,-8,-84,-6
207,469,-104,1049,24,-36,5
208,326,13,1012,35,32,7
209,-57,103,988,9,69,10
210,-446,96,923,-30,50,14
211,-425,-3,921,-48,-23,-2
212,-48,-118,1009,-28,-78,-13
213,394,-141,1049,14,-70,0
214,455,-53,1025,32,-4,11
215,153,59,1014,28,57,6
216,-264,104,960,-12,69,9
217,-495,62,903,-35,16,7
218,-266,-45,954,-39,-55,-4
219,194,-137,1046,-14,-83,-7
220,474,-122,1040,20,-40,5
221,341,5,1021,39,30,7
222,-48,99,997,11,71,7
223,-437,85,914,-31,51,12
224,-433,6,920,-37,-20,1
225,-68,-104,1004,-30,-75,-11
226,397,-150,1053,3,-70,-2
227,370,-135,722,60,123,33
228,-335,225,1000,192,108,-37
229,273,-161,-130,-210,-70,64
230,-419,264,467,135,49,-17
231,-685,282,1013,1,46,-41
