sequence,AccelerometerX,AccelerometerY,AccelerometerZ,GyroscopeX,GyroscopeY,GyroscopeZ
0,-472,61,896,-25,42,15
1,-423,-20,923,-27,-31,-6
2,11,-120,1045,-21,-85,-16
3,430,-117,1078,9,-61,-3
4,455,-35,1018,21,7,4
5,109,56,995,23,65,14
6,-314,85,928,-18,65,20
7,-509,30,891,-32,8,5
8,-247,-88,992,-31,-64,-14
9,264,-134,1073,-7,-87,-12
10,494,-76,1059,30,-29,1
11,324,4,988,15,39,10
12,-113,86,972,13,73,18
13,-472,73,901,-31,44,17
14,-421,-26,920,-36,-32,-4
15,8,-113,1047,-18,-85,-16
16,431,-103,1087,15,-62,-4
17,456,-45,1012,14,6,5
18,103,56,984,24,64,12
19,-316,93,938,-13,64,22
20,-505,20,894,-38,6,7
21,-246,-85,987,-31,-63,-12
22,268,-122,1086,2,-86,-11
23,490,-85,1047,17,-28,2
24,316,7,985,24,42,9
25,-114,95,983,11,72,19
26,-472,64,895,-35,41,15
27,-417,-37,921,-36,-32,-6
28,15,-113,1048,-14,-84,-14
29,434,-113,1083,10,-63,-3
30,455,-55,1002,18,7,5
31,101,65,992,31,65,13
32,-318,93,944,-19,65,19
33,-506,13,884,-37,8,5
34,-242,-79,989,-24,-66,-13
35,271,-119,1094,-2,-85,-10
36,493,-97,1033,10,-27,2
37,315,13,992,34,40,9
38,-122,101,988,7,73,18
39,-472,53,883,-39,43,16
40,-420,-25,924,-27,-34,-5
41,20,-106,1057,-18,-85,-16
42,436,-123,1077,6,-61,-4
43,448,-43,1006,24,7,5
44,103,75,1000,27,65,14
45,-321,84,927,-25,64,21
46,-507,21,886,-29,6,5
47,-237,-70,1000,-30,-65,-12
48,274,-132,1083,-6,-84,-9
49,493,-92,1035,16,-27,1
50,312,20,1002,33,41,9
51,-120,84,976,-3,73,20
52,-475,57,885,-29,41,16
53,-417,-20,935,-30,-32,-7
54,25,-121,1046,-24,-86,-14
55,434,-119,1078,15,-62,-3
56,451,-32,1011,25,7,4
57,99,63,999,21,65,14
58,-324,76,923,-21,65,19
59,-507,27,895,-28,6,5
60,-237,-82,998,-36,-67,-13
61,276,-136,1073,-1,-85,-10
62,493,-78,1048,24,-26,3
63,313,16,1001,24,41,10
64,-123,80,966,-1,73,17
65,-479,68,894,-21,41,15
66,-414,-25,930,-37,-34,-6
67,20,-122,1045,-17,-85,-14
68,436,-107,1086,16,-62,-3
69,452,-36,1012,18,7,6
70,97,60,989,21,65,14
71,-322,88,928,-15,64,20
72,-506,31,901,-31,5,6
73,-236,-93,984,-36,-65,-13
74,276,-123,1084,6,-85,-11
75,495,-75,1049,17,-28,1
76,313,6,989,25,42,8
77,-126,89,974,5,73,18
78,-477,70,898,-28,40,16
79,-410,-35,921,-41,-34,-6
80,26,-118,1045,-12,-86,-15
81,436,-105,1090,14,-61,-3
82,451,-46,1007,14,8,5
83,91,60,989,24,66,13
84,-327,91,932,-18,63,20
85,-508,14,888,-37,6,6
86,-232,-93,990,-30,-66,-14
