sequence,AccelerometerX,AccelerometerY,AccelerometerZ,GyroscopeX,GyroscopeY,GyroscopeZ
0,-8,-19,999,-13,1,-7
1,-6,-21,998,-13,4,-6
2,-6,-21,1000,-11,3,-6
3,-5,-21,998,-18,4,-4
4,-6,-20,999,-16,2,-5
5,-8,-20,999,-15,1,-6
6,-7,-22,1000,-16,0,-5
7,-6,-21,998,-16,1,-6
8,-4,-21,999,-15,2,-4
9,-6,-20,1001,-14,0,-6
10,-7,-21,999,-14,2,-5
11,-7,-20,999,-15,0,-5
12,-7,-20,1000,-16,0,-5
13,-7,-20,999,-14,2,-5
14,-8,-22,997,-14,1,-6
15,-6,-20,999,-15,1,-6
16,-7,-20,998,-15,0,-6
17,-8,-21,998,-13,1,-7
18,-8,-22,997,-15,1,-5
19,-7,-22,998,-14,0,-5
20,-8,-23,998,-15,0,-6
21,-7,-21,997,-13,2,-6
22,-7,-20,997,-15,1,-6
23,-8,-21,998,-16,0,-5
24,-8,-21,999,-14,1,-6
25,-7,-21,998,-15,1,-6
26,-6,-20,998,-15,1,-5
27,-7,-21,999,-14,1,-5
28,-6,-19,998,-14,2,-4
29,-6,-21,1000,-14,1,-7
30,-9,-22,1000,-15,1,-5
31,-8,-22,999,-13,-1,-5
32,-6,-22,998,-14,1,-6
33,-8,-20,999,-15,1,-7
34,-6,-21,998,-15,1,-6
35,-8,-21,998,-14,0,-6
36,-7,-21,1000,-15,2,-5
37,-6,-20,1000,-15,1,-5
38,-8,-22,1000,-16,-1,-6
39,-6,-21,1000,-14,0,-6
40,-7,-20,999,-16,1,-6
41,-10,-21,999,-15,1,-6
42,-8,-21,999,-15,0,-6
43,-9,-20,999,-15,0,-6
44,-8,-20,999,-15,-1,-6
45,-7,-22,999,-15,1,-5
46,-7,-22,998,-15,2,-7
47,-6,-20,999,-14,0,-6
48,-6,-20,998,-13,1,-4
49,-8,-20,999,-13,1,-6
50,-8,-20,997,-15,1,-5
51,-6,-19,999,-14,1,-4
52,-8,-20,998,-14,1,-6
53,-7,-21,999,-14,1,-6
54,-6,-21,999,-15,0,-7
55,-8,-23,997,-14,0,-7
56,-8,-20,999,-14,1,-6
57,-8,-20,998,-14,1,-6
58,-7,-21,997,-15,0,-5
59,-8,-21,999,-16,0,-6
60,-5,-21,999,-15,-1,-6
61,-7,-22,1000,-15,-1,-6
62,-8,-23,1000,-16,0,-6
63,-7,-20,1000,-16,1,-5
64,-7,-19,999,-16,1,-6
65,-8,-20,999,-15,1,-6
66,-9,-21,999,-15,-1,-6
67,-8,-21,1000,-16,2,-6
68,-7,-21,998,-14,2,-5
69,-7,-19,998,-15,1,-6
70,-7,-20,999,-16,0,-5
71,-6,-20,1000,-14,0,-5
72,-7,-20,999,-17,1,-6
73,-7,-22,999,-16,2,-5
74,-6,-22,999,-16,1,-6
75,-7,-21,999,-15,0,-7
76,-5,-21,998,-15,1,-6
77,-6,-22,998,-14,1,-6
78,-6,-22,999,-15,0,-7
79,-6,-21,998,-15,1,-6
80,-7,-21,999,-13,0,-6
81,-8,-23,997,-14,2,-6
82,-7,-23,999,-14,2,-6
83,-8,-21,1000,-12,2,-7
84,-8,-21,999,-14,1,-6
85,-7,-21,999,-14,0,-7
86,-9,-21,1000,-15,0,-6
87,-7,-23,998,-15,0,-6
88,-5,-21,1001,-14,1,-5
89,-6,-22,1000,-14,2,-5
90,-7,-22,999,-15,1,-6
91,-9,-22,999,-13,0,-6
92,-7,-21,1000,-14,-1,-6
93,-6,-22,1000,-15,0,-6
94,-5,-23,1000,-15,1,-6
95,-6,-20,999,-14,1,-6
96,-6,-20,1000,-15,1,-7
97,-6,-20,999,-16,0,-6
98,-8,-22,1000,-14,1,-5
99,-8,-21,998,-14,1,-5
100,-8,-22,999,-15,0,-5
101,-7,-21,997,-13,1,-6
102,-6,-21,999,-13,1,-7
103,-7,-21,999,-13,0,-7
104,-7,-20,998,-16,0,-5
105,-9,-19,999,-15,0,-6
106,-7,-22,998,-14,0,-7
107,-7,-21,1000,-16,-1,-6
108,-8,-22,1000,-15,0,-6
109,-9,-24,999,-13,0,-7
110,-7,-23,1000,-14,-1,-7
111,-6,-22,1000,-13,1,-6
112,-6,-22,999,-14,1,-5
113,-6,-21,999,-14,1,-6
114,-6,-20,997,-16,2,-6
115,-7,-21,999,-14,1,-6
116,-6,-23,999,-14,1,-6
