sequence,AccelerometerX,AccelerometerY,AccelerometerZ,GyroscopeX,GyroscopeY,GyroscopeZ
0,-335,121,952,-26,61,9
1,-452,40,896,-48,0,4
2,-170,-69,997,-42,-63,-6
3,290,-160,1045,-23,-76,-5
4,302,-1050,-582,388,-3,6
5,-250,-400,477,3932,-26,-76
6,-103,1797,1902,1956,-122,49
7,-471,-132,262,-2338,-30,139
8,41,-1051,-492,-1125,-34,-145
9,405,119,991,810,-127,-101
10,616,1044,1560,504,-76,90
11,274,583,1086,-136,80,98
12,-88,266,711,-190,98,0
13,-27,448,713,-52,61,-88
14,-98,481,1340,-102,62,-82
15,-329,-383,1258,-453,69,-12
16,185,-635,743,-242,-24,57
17,19,-519,1043,-44,42,35
18,-75,-650,872,-122,21,4
19,-169,-396,876,75,20,23
20,-450,33,1052,154,-5,-22
21,23,137,937,52,-71,-35
22,271,254,1077,84,-72,33
23,294,420,1062,43,-24,30
24,327,468,1144,-57,17,-4
25,38,298,975,-220,84,-30
26,-262,93,1025,-308,69,14
27,-366,-119,962,-376,17,35
28,-168,-387,995,-411,-24,-12
29,218,-479,913,-325,-42,-6
30,383,-259,967,-153,-11,34
31,114,41,1003,-57,48,20
32,-254,188,1009,-98,60,-2
33,-412,207,926,-160,9,7
34,-227,151,939,-194,-53,5
35,199,-13,1038,-222,-76,-4
36,454,-142,1036,-197,-33,2
37,301,-101,996,-109,31,3
38,-114,0,957,-59,61,7
39,-419,9,879,-75,34,17
40,-448,-80,880,-71,-26,1
41,-79,-189,1009,-41,-87,-22
42,417,-178,1063,29,-87,-8
43,487,-30,1048,68,-16,17
44,241,146,981,56,47,27
45,-155,298,1013,22,74,5
46,-493,149,965,-100,46,-15
47,-353,-30,866,-89,-36,2
48,44,-97,1074,-47,-81,4
49,424,-240,1020,-60,-56,1
50,422,-183,996,14,11,11
51,27,0,1009,50,66,9
52,-327,75,946,10,58,9
53,-469,51,863,-12,2,8
54,-212,16,1016,1,-66,-7
55,290,-61,1081,-10,-87,-8
56,450,-39,1052,18,-27,4
57,295,71,997,19,33,10
58,-73,121,985,-21,70,12
59,-446,41,914,-67,49,9
60,-375,-75,914,-54,-25,-1
61,-9,-149,1027,-22,-74,-8
62,377,-172,1035,12,-61,1
63,406,-63,1022,45,0,13
64,69,91,1011,46,56,6
65,-280,125,958,-12,55,4
66,-430,74,885,-30,4,6
67,-186,-2,1001,-30,-59,-2
68,264,-124,1062,-34,-75,-4
69,422,-109,1033,10,-22,3
70,262,16,1016,26,36,7
71,-123,68,973,-12,68,12
72,-443,33,881,-33,37,11
73,-366,-33,941,-28,-32,-4
74,30,-123,1035,-16,-79,-9
75,402,-123,1042,26,-60,1
76,404,4,1043,47,5,9
77,91,112,998,22,59,7
78,-292,115,944,-29,62,6
79,-456,59,905,-38,6,4
80,-195,-59,990,-47,-59,-3
81,246,-172,1045,-27,-75,-5
82,439,-129,1033,24,-27,5
83,273,10,1018,36,36,10
84,-124,82,974,6,68,9
85,-438,75,893,-20,37,10
86,-374,15,938,-26,-31,-1
87,32,-97,1034,-29,-81,-9
88,403,-117,1054,14,-60,-1
89,415,-13,1037,29,4,10
90,99,72,996,13,60,8
91,-293,86,939,-25,66,9
92,-469,35,895,-36,8,5
93,-217,-80,989,-39,-59,-6
94,244,-161,1039,-9,-79,-6
95,445,-96,1046,33,-30,7
96,287,26,1014,33,33,7
97,-113,-172,465,5,53,-1
98,-1155,-1424,-779,2851,12,-77
99,-353,1670,1771,5375,-294,-79
100,-128,654,1000,-1853,-189,199
101,393,-1421,-641,-2603,-124,23
102,838,-1062,247,248,-54,-170
