sequence,AccelerometerX,AccelerometerY,AccelerometerZ,GyroscopeX,GyroscopeY,GyroscopeZ
0,99,-43,980,-16,331,-6
1,109,-47,957,12,360,-30
2,102,-30,966,30,394,-43
3,102,-14,975,58,433,-47
4,76,0,999,71,467,-50
5,64,-1,993,102,503,-61
6,71,-9,983,128,535,-91
7,-662,711,1462,139,528,-117
8,-806,806,1660,-172,193,-75
9,193,-190,899,-327,-7,0
10,262,-340,761,-194,75,-31
11,189,-294,805,-60,179,-57
12,138,-300,863,68,278,-110
13,-401,340,1361,126,305,-168
14,-187,206,1206,-47,160,-172
15,276,-323,916,-101,127,-148
16,172,-203,839,26,222,-135
17,-165,173,1092,68,264,-126
18,-151,180,1111,-15,200,-131
19,56,-131,965,-47,170,-112
20,152,-87,897,10,217,-102
21,-79,64,1090,47,256,-110
22,-59,119,1032,18,225,-100
23,45,10,984,-18,212,-94
24,44,-71,946,-10,234,-93
25,-76,61,1028,12,249,-78
26,-46,40,1054,-8,233,-76
27,12,-65,998,-6,223,-85
28,79,-14,956,26,239,-90
29,-23,11,1017,37,253,-107
30,-39,62,1005,28,234,-106
31,-14,0,965,10,223,-99
32,-3,-35,1000,15,224,-98
33,-45,19,1012,30,227,-101
34,0,-15,1027,34,222,-114
35,9,-5,986,50,219,-131
36,6,3,974,62,222,-135
37,-23,20,983,60,218,-139
38,-60,23,998,56,210,-135
39,-42,0,985,51,203,-127
40,-41,-13,1014,54,202,-129
41,-31,-10,994,67,201,-131
42,-6,2,974,71,196,-134
43,-19,2,966,76,193,-132
44,-63,31,976,76,192,-119
45,-101,51,1005,64,184,-105
46,-105,14,1008,54,177,-91
47,-89,1,986,52,171,-82
48,-60,-26,961,54,161,-82
49,-57,-12,931,61,149,-78
50,-79,15,931,64,135,-70
51,-130,27,957,62,118,-61
52,-178,54,960,58,100,-49
53,-180,38,973,52,73,-44
54,-169,-1,949,51,49,-43
55,-130,-18,912,64,22,-45
56,-123,-14,875,74,-12,-44
57,-150,4,867,80,-52,-33
58,-190,27,862,79,-102,-10
59,-227,29,869,70,-158,18
60,-223,15,868,66,-218,41
61,-204,-9,877,72,-276,57
62,-164,-30,863,87,-330,65
63,-142,0,852,104,-381,68
64,-149,12,859,112,-428,71
65,-172,44,882,111,-474,74
66,-199,52,900,100,-520,80
67,-187,41,927,91,-568,84
68,-164,21,939,89,-611,84
69,-119,4,924,95,-650,80
70,-103,31,921,107,-684,76
71,-107,65,921,107,-718,74
72,-123,80,941,96,-748,73
73,-147,98,947,81,-776,74
74,-148,99,984,65,-805,72
75,-130,96,1031,51,-831,66
76,870,976,1706,4,-793,39
77,887,1259,1766,-317,-353,-160
78,-481,-111,638,-465,-64,-344
79,-353,-362,476,-365,-244,-254
80,-256,-399,667,-315,-395,-19
81,-105,-446,757,-284,-525,182
82,116,-70,1351,-228,-588,265
83,405,201,1553,-203,-460,137
84,-33,-167,1083,-174,-299,-60
85,-137,-345,714,-94,-318,-53
86,-96,-283,808,-40,-399,64
87,146,-121,1101,-6,-438,136
88,117,20,1187,29,-383,101
89,73,-49,1082,69,-313,29
90,-66,-132,912,117,-305,1
91,35,-61,925,140,-335,56
92,73,49,969,148,-337,73
93,127,78,1069,142,-304,70
94,46,112,935,137,-258,65
95,89,31,1013,126,-237,75
96,78,29,940,133,-230,99
97,153,28,1018,133,-226,125
98,162,70,949,137,-212,121
99,152,87,979,124,-189,121
100,152,102,909,107,-162,106
101,136,92,989,90,-129,91
102,141,122,937,76,-101,84
103,129,90,1015,57,-80,72
104,148,107,940,48,-70,58
105,164,120,973,30,-62,42
106,192,133,936,9,-44,19
107,169,125,969,-16,-16,1
108,176,112,935,-37,20,-11
109,151,77,985,-51,53,-15
110,174,68,964,-59,81,-8
111,169,43,975,-59,106,-8
112,207,59,943,-64,128,-4
113,192,62,952,-69,156,-5
114,215,59,965,-77,190,-4
115,160,54,961,-81,233,-3
116,175,29,990,-86,269,0
117,138,17,987,-80,302,-1
