1648555286056;-0.07400000095367432;1648555286058;0.04899999871850014;1648555286059;0.33899998664855957
1648555286074;-0.07199999690055847;1648555286076;0.04500000178813934;1648555286078;0.34599998593330383
1648555286089;-0.07199999690055847;1648555286091;0.0430000014603138;1648555286092;0.34599998593330383
1648555286105;-0.07599999755620956;1648555286107;0.0430000014603138;1648555286108;0.34599998593330383
1648555286114;-0.07999999821186066;1648555286116;0.04100000113248825;1648555286117;0.335999995470047
1648555286137;-0.07999999821186066;1648555286138;0.04100000113248825;1648555286140;0.34200000762939453
1648555286152;-0.07999999821186066;1648555286154;0.04100000113248825;1648555286155;0.34200000762939453
1648555286168;-0.07999999821186066;1648555286169;0.04500000178813934;1648555286171;0.34200000762939453
1648555286183;-0.0820000022649765;1648555286185;0.04500000178813934;1648555286186;0.34200000762939453
1648555286198;-0.07800000160932541;1648555286200;0.03799999877810478;1648555286202;0.3409999907016754
1648555286214;-0.07800000160932541;1648555286216;0.03799999877810478;1648555286217;0.3409999907016754
1648555286230;-0.06800000369548798;1648555286233;0.04100000113248825;1648555286234;0.3499999940395355
1648555286246;-0.07400000095367432;1648555286247;0.032999999821186066;1648555286250;0.34599998593330383
1648555286261;-0.07400000095367432;1648555286263;0.032999999821186066;1648555286265;0.34599998593330383
1648555286277;-0.07000000029802322;1648555286279;0.03700000047683716;1648555286280;0.34700000286102295
1648555286287;-0.07000000029802322;1648555286288;0.03700000047683716;1648555286289;0.34700000286102295
1648555286308;-0.06599999964237213;1648555286310;0.035999998450279236;1648555286312;0.3440000116825104
1648555286324;-0.06300000101327896;1648555286325;0.041999999433755875;1648555286327;0.3529999852180481
1648555286334;-0.06300000101327896;1648555286335;0.041999999433755875;1648555286336;0.3529999852180481
1648555286355;-0.06199999898672104;1648555286357;0.04100000113248825;1648555286360;0.34599998593330383
1648555286370;-0.06199999898672104;1648555286372;0.04100000113248825;1648555286373;0.3479999899864197
1648555286385;-0.06499999761581421;1648555286387;0.039000000804662704;1648555286388;0.3479999899864197
1648555286394;-0.06499999761581421;1648555286396;0.039000000804662704;1648555286397;0.3479999899864197
1648555286416;-0.05999999865889549;1648555286418;0.03700000047683716;1648555286419;0.3569999933242798
1648555286432;-0.06400000303983688;1648555286435;0.03999999910593033;1648555286437;0.35899999737739563
1648555286442;-0.06400000303983688;1648555286444;0.03999999910593033;1648555286445;0.35899999737739563
1648555286463;-0.0689999982714653;1648555286465;0.03999999910593033;1648555286467;0.3529999852180481
1648555286479;-0.07000000029802322;1648555286481;0.04500000178813934;1648555286482;0.3580000102519989
1648555286495;-0.07000000029802322;1648555286497;0.04500000178813934;1648555286499;0.3580000102519989
1648555286505;-0.07000000029802322;1648555286507;0.04600000008940697;1648555286509;0.3580000102519989
1648555286526;-0.07100000232458115;1648555286528;0.03999999910593033;1648555286530;0.3529999852180481
1648555286542;-0.07100000232458115;1648555286543;0.03999999910593033;1648555286545;0.3529999852180481
1648555286552;-0.07599999755620956;1648555286554;0.041999999433755875;1648555286555;0.3630000054836273
1648555286574;-0.07599999755620956;1648555286576;0.041999999433755875;1648555286580;0.36399999260902405
1648555286589;-0.07000000029802322;1648555286591;0.04100000113248825;1648555286594;0.36399999260902405
1648555286605;-0.07500000298023224;1648555286607;0.0430000014603138;1648555286610;0.3540000021457672
1648555286616;-0.07500000298023224;1648555286618;0.0430000014603138;1648555286619;0.3540000021457672
1648555286636;-0.07900000363588333;1648555286638;0.039000000804662704;1648555286640;0.35499998927116394
1648555286649;-0.07900000363588333;1648555286650;0.039000000804662704;1648555286652;0.35499998927116394
1648555286667;-0.08100000023841858;1648555286669;0.04399999976158142;1648555286671;0.3449999988079071
1648555286682;-0.08100000023841858;1648555286684;0.04800000041723251;1648555286685;0.3540000021457672
1648555286698;-0.08100000023841858;1648555286700;0.04800000041723251;1648555286702;0.3540000021457672
1648555286714;-0.08399999886751175;1648555286716;0.04399999976158142;1648555286718;0.3499999940395355
1648555286723;-0.08399999886751175;1648555286725;0.04399999976158142;1648555286726;0.3499999940395355
1648555286746;-0.09000000357627869;1648555286748;0.04899999871850014;1648555286750;0.3529999852180481
1648555286762;-0.0860000029206276;1648555286764;0.04800000041723251;1648555286766;0.34599998593330383
1648555286778;-0.0860000029206276;1648555286780;0.04800000041723251;1648555286781;0.35100001096725464
1648555286794;-0.09000000357627869;1648555286796;0.04399999976158142;1648555286797;0.35100001096725464
1648555286810;-0.09300000220537186;1648555286812;0.04800000041723251;1648555286814;0.3490000069141388
1648555286827;-0.09300000220537186;1648555286828;0.04800000041723251;1648555286831;0.3490000069141388
1648555286837;-0.09000000357627869;1648555286839;0.0430000014603138;1648555286841;0.3529999852180481
1648555286857;-0.09000000357627869;1648555286858;0.0430000014603138;1648555286861;0.3370000123977661
1648555286873;-0.08299999684095383;1648555286875;0.041999999433755875;1648555286877;0.3370000123977661
1648555286888;-0.08299999684095383;1648555286890;0.0430000014603138;1648555286892;0.35100001096725464
1648555286898;-0.08299999684095383;1648555286900;0.0430000014603138;1648555286901;0.35100001096725464
1648555286919;-0.08799999952316284;1648555286921;0.03999999910593033;1648555286923;0.35499998927116394
1648555286935;-0.07500000298023224;1648555286937;0.04100000113248825;1648555286939;0.3569999933242798
1648555286946;-0.07500000298023224;1648555286947;0.04100000113248825;1648555286948;0.3569999933242798
1648555286966;-0.0820000022649765;1648555286968;0.039000000804662704;1648555286971;0.3610000014305115
1648555286983;-0.0820000022649765;1648555286985;0.03500000014901161;1648555286987;0.3540000021457672
